时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-6-5 18:14:35:131	WTSDCL(FE:D5:86:66:1D:7C)	-0.266	-0.996	0.083	1.160	1.770	1.160	-85.48	15.11	10.60	109.467	20.267	-0.300	-0.71616	0.67883	-0.03452	-0.15808	7.1	10092.1.12	100
2025-6-5 18:14:35:149	WT901BLE67(E9:8A:1A:DD:D5:28)	0.472	0.837	-0.039	0.854	0.000	0.305	92.69	-29.88	-136.41	-84.000	10.625	83.233	0.42209	0.09457	-0.71283	-0.55197	-2.5	10080.1.21	100
2025-6-5 18:14:35:170	WT901BLE67(C1:AA:08:9C:D1:14)	-0.502	0.866	-0.057	0.610	0.000	0.427	94.09	31.43	4.37	40.250	-42.125	-96.500	0.66638	0.69867	0.20279	-0.16299	-3.2	10080.1.21	100
2025-6-5 18:14:35:251	WTSDCL(FE:D5:86:66:1D:7C)	-0.258	-0.948	0.085	0.793	2.258	1.770	-85.42	15.33	10.40	109.725	20.133	0.242	-0.71616	0.67883	-0.03452	-0.15808	7.1	10092.1.12	100
2025-6-5 18:14:35:270	WT901BLE67(E9:8A:1A:DD:D5:28)	0.464	0.868	-0.060	-0.549	0.305	0.488	92.69	-29.89	-136.41	-84.000	10.625	83.233	0.42081	0.09320	-0.71317	-0.55273	-2.5	10080.1.21	100
2025-6-5 18:14:35:290	WT901BLE67(C1:AA:08:9C:D1:14)	-0.453	0.863	-0.048	0.610	0.061	0.610	94.09	31.43	4.37	40.250	-42.125	-96.500	0.66638	0.69867	0.20279	-0.16299	-3.2	10080.1.21	100
2025-6-5 18:14:35:331	WT901BLE67(E9:8A:1A:DD:D5:28)	0.477	0.880	-0.040	-0.671	0.183	0.183	92.70	-29.89	-136.41	-84.000	10.625	83.233	0.42081	0.09320	-0.71317	-0.55273	-2.5	10080.1.21	100
2025-6-5 18:14:35:338	WTSDCL(FE:D5:86:66:1D:7C)	-0.261	-0.961	0.089	-0.122	1.709	1.587	-85.42	15.42	10.22	109.725	20.133	0.242	-0.71616	0.67883	-0.03452	-0.15808	7.1	10092.1.12	100
2025-6-5 18:14:35:383	WT901BLE67(C1:AA:08:9C:D1:14)	-0.521	0.863	-0.046	1.221	0.305	0.244	94.09	31.43	4.37	40.250	-42.125	-96.500	0.66638	0.69867	0.20279	-0.16299	-3.2	10080.1.21	100
2025-6-5 18:14:35:451	WT901BLE67(E9:8A:1A:DD:D5:28)	0.506	0.857	-0.021	0.427	0.000	-0.061	92.70	-29.89	-136.41	-79.875	12.375	83.858	0.42081	0.09320	-0.71317	-0.55273	-2.5	10080.1.21	100
2025-6-5 18:14:35:459	WTSDCL(FE:D5:86:66:1D:7C)	-0.250	-0.958	0.096	0.793	2.869	3.479	-85.39	15.66	9.99	109.725	20.133	0.242	-0.71732	0.67767	-0.04236	-0.15588	7.1	10092.1.12	100
2025-6-5 18:14:35:503	WT901BLE67(C1:AA:08:9C:D1:14)	-0.500	0.840	-0.061	0.793	0.244	-0.244	94.08	31.43	4.37	40.250	-42.125	-96.500	0.66644	0.69861	0.20279	-0.16302	-3.2	10080.1.21	100
2025-6-5 18:14:35:542	WT901BLE67(E9:8A:1A:DD:D5:28)	0.518	0.845	-0.025	0.183	0.061	0.793	92.71	-29.89	-136.41	-79.875	12.375	83.858	0.42081	0.09320	-0.71317	-0.55273	-2.5	10080.1.21	100
2025-6-5 18:14:35:581	WTSDCL(FE:D5:86:66:1D:7C)	-0.271	-0.971	0.091	0.244	2.869	-0.183	-85.30	16.21	9.81	109.725	20.133	0.242	-0.71732	0.67767	-0.04236	-0.15588	7.1	10092.1.12	100
2025-6-5 18:14:35:591	WT901BLE67(C1:AA:08:9C:D1:14)	-0.494	0.867	-0.068	-0.488	-0.122	0.183	94.08	31.43	4.36	40.250	-42.125	-96.500	0.66644	0.69861	0.20279	-0.16302	-3.2	10080.1.21	100
2025-6-5 18:14:35:656	WT901BLE67(E9:8A:1A:DD:D5:28)	0.478	0.849	-0.049	0.183	-0.183	0.061	92.71	-29.89	-136.42	-79.875	12.375	83.858	0.42081	0.09314	-0.71329	-0.55261	-2.5	10080.1.21	100
2025-6-5 18:14:35:668	WTSDCL(FE:D5:86:66:1D:7C)	-0.261	-0.979	0.090	-0.916	2.441	-5.798	-85.36	15.92	9.52	110.217	18.583	1.075	-0.71732	0.67767	-0.04236	-0.15588	7.1	10092.1.12	100
2025-6-5 18:14:35:713	WT901BLE67(C1:AA:08:9C:D1:14)	-0.469	0.843	-0.057	0.061	-0.366	0.000	94.08	31.44	4.36	43.875	-41.125	-101.617	0.66644	0.69861	0.20279	-0.16302	-3.2	10080.1.21	100
2025-6-5 18:14:35:751	WT901BLE67(E9:8A:1A:DD:D5:28)	0.439	0.874	-0.042	0.427	-0.061	-0.427	92.72	-29.91	-136.42	-79.875	12.375	83.858	0.42081	0.09314	-0.71329	-0.55261	-2.5	10080.1.21	100
2025-6-5 18:14:35:760	WTSDCL(FE:D5:86:66:1D:7C)	-0.254	-0.971	0.092	2.502	2.258	4.883	-85.35	15.74	9.27	110.217	18.583	1.075	-0.71732	0.67767	-0.04236	-0.15588	7.1	10092.1.12	100
2025-6-5 18:14:35:800	WT901BLE67(C1:AA:08:9C:D1:14)	-0.508	0.845	-0.057	0.427	-0.122	-0.183	94.08	31.44	4.36	43.875	-41.125	-101.617	0.66647	0.69852	0.20282	-0.16315	-3.2	10080.1.21	100
2025-6-5 18:14:35:871	WT901BLE67(E9:8A:1A:DD:D5:28)	0.511	0.916	-0.026	0.366	-0.488	1.099	92.72	-29.92	-136.42	-76.750	5.875	81.008	0.42081	0.09314	-0.71329	-0.55261	-2.5	10080.1.21	100
2025-6-5 18:14:35:879	WTSDCL(FE:D5:86:66:1D:7C)	-0.256	-0.936	0.082	-0.244	0.732	5.859	-85.12	16.36	9.17	110.217	18.583	1.075	-0.71887	0.67569	-0.05157	-0.15457	7.1	10092.1.12	100
2025-6-5 18:14:35:922	WT901BLE67(C1:AA:08:9C:D1:14)	-0.526	0.847	-0.051	0.610	0.000	0.549	94.07	31.44	4.36	43.875	-41.125	-101.617	0.66647	0.69852	0.20282	-0.16315	-3.2	10080.1.21	100
2025-6-5 18:14:35:961	WT901BLE67(E9:8A:1A:DD:D5:28)	0.487	0.846	-0.032	0.488	-0.122	1.038	92.72	-29.91	-136.42	-76.750	5.875	81.008	0.42081	0.09314	-0.71329	-0.55261	-2.5	10080.1.21	100
2025-6-5 18:14:35:970	WTSDCL(FE:D5:86:66:1D:7C)	-0.252	-0.972	0.088	-0.549	-0.061	-0.854	-85.13	16.39	9.12	110.217	18.583	1.075	-0.71887	0.67569	-0.05157	-0.15457	7.1	10092.1.12	100
2025-6-5 18:14:35:980	WT901BLE67(C1:AA:08:9C:D1:14)	-0.507	0.862	-0.058	0.244	-0.305	0.305	94.06	31.43	4.36	46.375	-37.500	-103.125	0.66647	0.69852	0.20282	-0.16315	-3.2	10080.1.21	100
2025-6-5 18:14:36:62	WTSDCL(FE:D5:86:66:1D:7C)	-0.252	-0.969	0.087	-1.404	1.648	-5.188	-85.19	16.11	9.00	110.583	17.600	0.292	-0.71887	0.67569	-0.05157	-0.15457	7.1	10092.1.12	100
2025-6-5 18:14:36:82	WT901BLE67(E9:8A:1A:DD:D5:28)	0.482	0.835	-0.029	0.000	0.000	0.000	92.73	-29.92	-136.42	-76.750	5.875	81.008	0.42084	0.09308	-0.71335	-0.55249	-2.5	10080.1.21	100
2025-6-5 18:14:36:103	WT901BLE67(C1:AA:08:9C:D1:14)	-0.500	0.833	-0.059	-0.183	-0.366	-0.427	94.06	31.44	4.35	46.375	-37.500	-103.125	0.66647	0.69852	0.20282	-0.16315	-3.2	10080.1.21	100
2025-6-5 18:14:36:140	WT901BLE67(E9:8A:1A:DD:D5:28)	0.493	0.858	-0.026	0.305	-0.305	-0.244	92.73	-29.92	-136.42	-76.750	5.875	81.008	0.42084	0.09308	-0.71335	-0.55249	-2.5	10080.1.21	100
2025-6-5 18:14:36:184	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.996	0.084	-1.221	1.221	-8.606	-85.37	15.43	8.82	110.583	17.600	0.292	-0.71887	0.67569	-0.05157	-0.15457	7.1	10092.1.12	100
2025-6-5 18:14:36:189	WT901BLE67(C1:AA:08:9C:D1:14)	-0.482	0.854	-0.060	0.122	-0.488	0.549	94.05	31.44	4.35	46.375	-37.500	-103.125	0.66647	0.69852	0.20282	-0.16315	-3.2	10080.1.21	100
2025-6-5 18:14:36:258	WT901BLE67(E9:8A:1A:DD:D5:28)	0.482	0.857	-0.035	0.549	0.000	-0.854	92.74	-29.93	-136.43	-85.125	12.125	89.200	0.42084	0.09308	-0.71335	-0.55249	-2.5	10080.1.21	100
2025-6-5 18:14:36:268	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.971	0.076	-0.366	0.549	-2.136	-85.43	14.88	8.67	110.583	17.600	0.292	-0.71976	0.67810	-0.04373	-0.14188	7.1	10092.1.12	100
2025-6-5 18:14:36:312	WT901BLE67(C1:AA:08:9C:D1:14)	-0.488	0.862	-0.052	1.221	0.061	0.427	94.05	31.44	4.35	46.375	-37.500	-103.125	0.66660	0.69843	0.20282	-0.16318	-3.2	10080.1.21	100
2025-6-5 18:14:36:349	WT901BLE67(E9:8A:1A:DD:D5:28)	0.500	0.847	-0.031	0.793	0.000	0.671	92.75	-29.93	-136.44	-85.125	12.125	89.200	0.42084	0.09308	-0.71335	-0.55249	-2.5	10080.1.21	100
2025-6-5 18:14:36:360	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.967	0.077	-0.183	-0.549	0.732	-85.47	14.79	8.61	110.583	17.600	0.292	-0.71976	0.67810	-0.04373	-0.14188	7.1	10092.1.12	100
2025-6-5 18:14:36:403	WT901BLE67(C1:AA:08:9C:D1:14)	-0.503	0.813	-0.049	0.732	0.061	0.244	94.04	31.44	4.35	46.375	-37.500	-103.125	0.66660	0.69843	0.20282	-0.16318	-3.2	10080.1.21	100
2025-6-5 18:14:36:472	WT901BLE67(E9:8A:1A:DD:D5:28)	0.516	0.852	-0.040	-0.488	0.305	0.244	92.75	-29.93	-136.47	-85.125	12.125	89.200	0.42056	0.09259	-0.71353	-0.55255	-2.5	10080.1.21	100
2025-6-5 18:14:36:479	WTSDCL(FE:D5:86:66:1D:7C)	-0.238	-0.978	0.097	-0.244	0.244	-0.122	-85.50	14.70	8.57	110.050	18.825	-1.058	-0.71976	0.67810	-0.04373	-0.14188	7.1	10092.1.12	100
2025-6-5 18:14:36:523	WT901BLE67(C1:AA:08:9C:D1:14)	-0.492	0.865	-0.050	0.183	-0.244	0.305	94.04	31.43	4.34	43.125	-23.625	-103.942	0.66660	0.69843	0.20282	-0.16318	-3.2	10080.1.21	100
2025-6-5 18:14:36:560	WT901BLE67(E9:8A:1A:DD:D5:28)	0.450	0.852	-0.049	-0.244	0.305	0.610	92.75	-29.94	-136.51	-85.125	12.125	89.200	0.42056	0.09259	-0.71353	-0.55255	-2.5	10080.1.21	100
2025-6-5 18:14:36:568	WTSDCL(FE:D5:86:66:1D:7C)	-0.235	-0.974	0.088	-0.061	1.404	-0.793	-85.49	14.62	8.53	110.050	18.825	-1.058	-0.71976	0.67810	-0.04373	-0.14188	7.1	10092.1.12	100
2025-6-5 18:14:36:580	WT901BLE67(C1:AA:08:9C:D1:14)	-0.464	0.873	-0.058	0.366	-0.122	-0.305	94.03	31.45	4.47	43.125	-23.625	-103.942	0.66705	0.69785	0.20441	-0.16174	-3.2	10080.1.21	100
2025-6-5 18:14:36:657	WTSDCL(FE:D5:86:66:1D:7C)	-0.235	-0.965	0.080	0.183	1.648	-0.366	-85.45	14.61	8.45	110.050	18.825	-1.058	-0.72037	0.67798	-0.04382	-0.13931	7.1	10092.1.12	100
2025-6-5 18:14:36:691	WT901BLE67(E9:8A:1A:DD:D5:28)	0.487	0.840	-0.037	-0.122	0.061	0.732	92.75	-29.96	-136.54	-82.500	27.000	91.692	0.42056	0.09259	-0.71353	-0.55255	-2.5	10080.1.21	100
2025-6-5 18:14:36:698	WT901BLE67(C1:AA:08:9C:D1:14)	-0.478	0.865	-0.057	1.404	-1.465	-1.038	94.03	31.44	4.63	43.125	-23.625	-103.942	0.66705	0.69785	0.20441	-0.16174	-3.2	10080.1.21	100
2025-6-5 18:14:36:742	WT901BLE67(E9:8A:1A:DD:D5:28)	0.474	0.853	-0.029	0.305	-0.061	-0.427	92.75	-29.95	-136.57	-82.500	27.000	91.692	0.42056	0.09259	-0.71353	-0.55255	-2.5	10080.1.21	100
2025-6-5 18:14:36:778	WTSDCL(FE:D5:86:66:1D:7C)	-0.232	-0.976	0.083	0.732	1.343	1.465	-85.42	14.70	8.34	110.050	18.825	-1.058	-0.72037	0.67798	-0.04382	-0.13931	7.1	10092.1.12	100
2025-6-5 18:14:36:790	WT901BLE67(C1:AA:08:9C:D1:14)	-0.495	0.870	-0.052	0.671	-0.244	1.221	94.06	31.42	4.66	43.125	-23.625	-103.942	0.66705	0.69785	0.20441	-0.16174	-3.2	10080.1.21	100
2025-6-5 18:14:36:860	WT901BLE67(E9:8A:1A:DD:D5:28)	0.508	0.874	-0.014	0.488	-0.305	0.610	92.75	-29.94	-136.59	-82.500	27.000	91.692	0.42004	0.09189	-0.71356	-0.55301	-2.5	10080.1.21	100
2025-6-5 18:14:36:869	WTSDCL(FE:D5:86:66:1D:7C)	-0.229	-0.944	0.089	0.427	1.587	1.892	-85.37	14.86	8.16	109.542	18.950	-2.058	-0.72037	0.67798	-0.04382	-0.13931	7.1	10092.1.12	100
2025-6-5 18:14:36:911	WT901BLE67(C1:AA:08:9C:D1:14)	-0.533	0.867	-0.050	0.793	0.061	1.038	94.13	31.39	4.69	31.000	-24.750	-93.192	0.66705	0.69785	0.20441	-0.16174	-3.2	10080.1.21	100
2025-6-5 18:14:36:949	WT901BLE67(E9:8A:1A:DD:D5:28)	0.499	0.882	-0.047	-0.061	-0.061	0.122	92.74	-29.93	-136.62	-82.500	27.000	91.692	0.42004	0.09189	-0.71356	-0.55301	-2.5	10080.1.21	100
2025-6-5 18:14:36:958	WTSDCL(FE:D5:86:66:1D:7C)	-0.235	-0.961	0.087	0.122	2.502	-0.671	-85.37	14.82	7.95	109.542	18.950	-2.058	-0.72037	0.67798	-0.04382	-0.13931	7.1	10092.1.12	100
2025-6-5 18:14:37:1	WT901BLE67(C1:AA:08:9C:D1:14)	-0.484	0.854	-0.067	0.610	-0.244	0.000	94.17	31.41	4.71	31.000	-24.750	-93.192	0.66705	0.69785	0.20441	-0.16174	-3.2	10080.1.21	100
2025-6-5 18:14:37:70	WT901BLE67(E9:8A:1A:DD:D5:28)	0.503	0.855	-0.030	0.244	0.000	-0.916	92.74	-29.95	-136.65	-71.750	27.250	84.517	0.42004	0.09189	-0.71356	-0.55301	-2.5	10080.1.21	100
2025-6-5 18:14:37:79	WTSDCL(FE:D5:86:66:1D:7C)	-0.237	-0.974	0.084	-0.366	2.441	-3.052	-85.40	14.58	7.71	109.542	18.950	-2.058	-0.72162	0.67755	-0.04755	-0.13354	7.1	10092.1.12	100
2025-6-5 18:14:37:123	WT901BLE67(C1:AA:08:9C:D1:14)	-0.474	0.852	-0.058	0.183	-0.366	0.000	94.19	31.38	4.71	31.000	-24.750	-93.192	0.66638	0.69864	0.20450	-0.16095	-3.2	10080.1.21	100
2025-6-5 18:14:37:162	WT901BLE67(E9:8A:1A:DD:D5:28)	0.525	0.861	-0.025	0.793	-0.244	0.061	92.73	-29.95	-136.67	-71.750	27.250	84.517	0.42004	0.09189	-0.71356	-0.55301	-2.5	10080.1.21	100
2025-6-5 18:14:37:168	WTSDCL(FE:D5:86:66:1D:7C)	-0.230	-0.995	0.092	0.916	2.319	1.038	-85.41	14.33	7.44	109.542	18.950	-2.058	-0.72162	0.67755	-0.04755	-0.13354	7.1	10092.1.12	100
2025-6-5 18:14:37:211	WT901BLE67(C1:AA:08:9C:D1:14)	-0.523	0.900	-0.051	0.244	0.244	-0.366	94.21	31.38	4.73	31.000	-24.750	-93.192	0.66638	0.69864	0.20450	-0.16095	-3.2	10080.1.21	100
2025-6-5 18:14:37:258	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.975	0.103	1.770	3.601	2.441	-85.33	14.40	7.11	109.150	20.200	-2.008	-0.72162	0.67755	-0.04755	-0.13354	7.1	10092.1.12	100
2025-6-5 18:14:37:310	WT901BLE67(E9:8A:1A:DD:D5:28)	0.487	0.843	-0.020	0.427	0.000	-0.732	92.72	-29.94	-136.69	-71.750	27.250	84.517	0.41959	0.09113	-0.71353	-0.55353	-2.5	10080.1.21	100
2025-6-5 18:14:37:330	WT901BLE67(C1:AA:08:9C:D1:14)	-0.461	0.840	-0.062	0.122	-0.061	0.244	94.21	31.39	4.74	25.750	-33.875	-95.283	0.66638	0.69864	0.20450	-0.16095	-3.2	10080.1.21	100
2025-6-5 18:14:37:371	WT901BLE67(E9:8A:1A:DD:D5:28)	0.505	0.837	-0.022	0.549	-0.183	0.488	92.71	-29.94	-136.71	-71.750	27.250	84.517	0.41959	0.09113	-0.71353	-0.55353	-2.5	10080.1.21	100
2025-6-5 18:14:37:378	WTSDCL(FE:D5:86:66:1D:7C)	-0.210	-0.976	0.098	3.540	5.249	6.653	-85.02	14.95	6.69	109.150	20.200	-2.008	-0.72162	0.67755	-0.04755	-0.13354	7.1	10092.1.12	100
2025-6-5 18:14:37:391	WT901BLE67(C1:AA:08:9C:D1:14)	-0.470	0.852	-0.050	-0.488	-0.366	-0.549	94.18	31.37	4.73	25.750	-33.875	-95.283	0.66681	0.69824	0.20462	-0.16086	-3.2	10080.1.21	100
2025-6-5 18:14:37:472	WTSDCL(FE:D5:86:66:1D:7C)	-0.251	-0.964	0.103	2.930	8.789	1.526	-84.87	15.17	6.02	109.150	20.200	-2.008	-0.72656	0.67249	-0.06531	-0.12451	7.1	10092.1.12	100
2025-6-5 18:14:37:490	WT901BLE67(E9:8A:1A:DD:D5:28)	0.514	0.892	-0.034	0.854	-0.488	0.977	92.71	-29.94	-136.74	-67.750	20.375	76.925	0.41959	0.09113	-0.71353	-0.55353	-2.5	10080.1.21	100
2025-6-5 18:14:37:510	WT901BLE67(C1:AA:08:9C:D1:14)	-0.514	0.865	-0.045	-0.305	-0.061	-0.854	94.10	31.40	4.72	25.750	-33.875	-95.283	0.66681	0.69824	0.20462	-0.16086	-3.2	10080.1.21	100
2025-6-5 18:14:37:550	WT901BLE67(E9:8A:1A:DD:D5:28)	0.453	0.837	-0.043	0.183	0.122	-0.061	92.71	-29.95	-136.76	-67.750	20.375	76.925	0.41959	0.09113	-0.71353	-0.55353	-2.5	10080.1.21	100
2025-6-5 18:14:37:557	WTSDCL(FE:D5:86:66:1D:7C)	-0.259	-0.967	0.072	2.258	13.733	-1.892	-84.88	15.12	4.79	109.150	20.200	-2.008	-0.72656	0.67249	-0.06531	-0.12451	7.1	10092.1.12	100
2025-6-5 18:14:37:603	WT901BLE67(C1:AA:08:9C:D1:14)	-0.510	0.856	-0.060	1.343	0.183	0.549	94.09	31.41	4.70	25.750	-33.875	-95.283	0.66681	0.69824	0.20462	-0.16086	-3.2	10080.1.21	100
2025-6-5 18:14:37:673	WT901BLE67(E9:8A:1A:DD:D5:28)	0.477	0.873	-0.027	-0.061	0.000	0.305	92.72	-29.95	-136.79	-67.750	20.375	76.925	0.41916	0.09055	-0.71359	-0.55389	-2.5	10080.1.21	100
2025-6-5 18:14:37:678	WTSDCL(FE:D5:86:66:1D:7C)	-0.249	-0.968	0.080	0.977	10.010	-1.587	-85.06	15.14	3.64	109.625	20.417	0.725	-0.72656	0.67249	-0.06531	-0.12451	7.1	10092.1.12	100
2025-6-5 18:14:37:720	WT901BLE67(C1:AA:08:9C:D1:14)	-0.477	0.837	-0.045	3.906	1.343	0.305	94.29	31.38	4.81	26.500	-45.125	-98.842	0.66681	0.69824	0.20462	-0.16086	-3.2	10080.1.21	100
2025-6-5 18:14:37:757	WT901BLE67(E9:8A:1A:DD:D5:28)	0.533	0.892	-0.031	0.366	-0.366	0.366	92.71	-29.94	-136.81	-67.750	20.375	76.925	0.41916	0.09055	-0.71359	-0.55389	-2.5	10080.1.21	100
2025-6-5 18:14:37:767	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.998	0.107	1.648	9.216	1.709	-85.19	15.20	2.65	109.625	20.417	0.725	-0.72656	0.67249	-0.06531	-0.12451	7.1	10092.1.12	100
2025-6-5 18:14:37:809	WT901BLE67(C1:AA:08:9C:D1:14)	-0.504	0.894	-0.072	-0.916	-0.549	-0.488	94.47	31.34	4.89	26.500	-45.125	-98.842	0.66681	0.69824	0.20462	-0.16086	-3.2	10080.1.21	100
2025-6-5 18:14:37:858	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.958	0.109	3.479	8.179	1.099	-85.06	15.35	1.65	109.625	20.417	0.725	-0.72955	0.67056	-0.09067	-0.09894	7.1	10092.1.12	100
2025-6-5 18:14:37:882	WT901BLE67(E9:8A:1A:DD:D5:28)	0.498	0.854	-0.032	0.732	-0.061	-0.671	92.70	-29.94	-136.83	-67.125	14.125	74.608	0.41916	0.09055	-0.71359	-0.55389	-2.5	10080.1.21	100
2025-6-5 18:14:37:932	WT901BLE67(C1:AA:08:9C:D1:14)	-0.498	0.841	-0.066	-1.465	-1.404	0.549	94.29	31.39	4.80	26.500	-45.125	-98.842	0.66620	0.69879	0.20480	-0.16071	-3.2	10080.1.21	100
2025-6-5 18:14:37:972	WT901BLE67(E9:8A:1A:DD:D5:28)	0.477	0.859	-0.027	1.282	-0.549	0.366	92.70	-29.95	-136.85	-67.125	14.125	74.608	0.41916	0.09055	-0.71359	-0.55389	-2.5	10080.1.21	100
2025-6-5 18:14:37:978	WTSDCL(FE:D5:86:66:1D:7C)	-0.240	-0.961	0.094	4.395	13.672	-2.808	-84.88	15.08	0.58	109.625	20.417	0.725	-0.72955	0.67056	-0.09067	-0.09894	7.1	10092.1.12	100
2025-6-5 18:14:37:988	WT901BLE67(C1:AA:08:9C:D1:14)	-0.492	0.838	-0.049	-0.916	-0.977	-0.732	94.20	31.38	4.75	26.500	-45.125	-98.842	0.66620	0.69879	0.20480	-0.16071	-3.2	10080.1.21	100
2025-6-5 18:14:38:68	WTSDCL(FE:D5:86:66:1D:7C)	-0.248	-0.960	0.082	3.418	6.775	1.038	-84.75	15.03	-0.41	110.183	21.317	2.867	-0.72955	0.67056	-0.09067	-0.09894	7.1	10092.1.12	100
2025-6-5 18:14:38:92	WT901BLE67(E9:8A:1A:DD:D5:28)	0.472	0.892	-0.046	0.854	-0.427	0.671	92.70	-29.95	-136.87	-67.125	14.125	74.608	0.41882	0.08994	-0.71362	-0.55420	-2.5	10080.1.21	100
2025-6-5 18:14:38:110	WT901BLE67(C1:AA:08:9C:D1:14)	-0.515	0.867	-0.052	0.061	-0.671	-0.366	94.18	31.37	4.75	30.000	-50.875	-94.542	0.66620	0.69879	0.20480	-0.16071	-3.2	10080.1.21	100
2025-6-5 18:14:38:152	WT901BLE67(E9:8A:1A:DD:D5:28)	0.492	0.840	-0.034	0.671	0.061	-0.793	92.71	-29.95	-136.90	-67.125	14.125	74.608	0.41882	0.08994	-0.71362	-0.55420	-2.5	10080.1.21	100
2025-6-5 18:14:38:166	WTSDCL(FE:D5:86:66:1D:7C)	-0.246	-0.979	0.061	0.000	1.099	1.404	-84.74	15.11	-0.86	110.183	21.317	2.867	-0.72955	0.67056	-0.09067	-0.09894	7.1	10092.1.12	100
2025-6-5 18:14:38:198	WT901BLE67(C1:AA:08:9C:D1:14)	-0.496	0.819	-0.040	1.099	-0.183	0.244	94.17	31.37	4.74	30.000	-50.875	-94.542	0.66620	0.69879	0.20480	-0.16071	-3.2	10080.1.21	100
2025-6-5 18:14:38:271	WT901BLE67(E9:8A:1A:DD:D5:28)	0.488	0.845	-0.029	0.122	0.183	0.732	92.72	-29.94	-136.93	-69.500	6.875	75.625	0.41882	0.08994	-0.71362	-0.55420	-2.5	10080.1.21	100
2025-6-5 18:14:38:278	WTSDCL(FE:D5:86:66:1D:7C)	-0.212	-0.982	0.090	-2.197	0.366	-0.977	-84.90	15.18	-0.81	110.183	21.317	2.867	-0.73169	0.66867	-0.10208	-0.08374	7.1	10092.1.12	100
2025-6-5 18:14:38:320	WT901BLE67(C1:AA:08:9C:D1:14)	-0.529	0.850	-0.070	1.282	0.183	-1.038	94.16	31.36	4.74	30.000	-50.875	-94.542	0.66660	0.69849	0.20456	-0.16064	-3.2	10080.1.21	100
2025-6-5 18:14:38:363	WT901BLE67(E9:8A:1A:DD:D5:28)	0.501	0.875	-0.028	-0.610	0.366	0.183	92.72	-29.95	-136.93	-69.500	6.875	75.625	0.41882	0.08994	-0.71362	-0.55420	-2.5	10080.1.21	100
2025-6-5 18:14:38:369	WTSDCL(FE:D5:86:66:1D:7C)	-0.231	-0.980	0.136	2.380	13.123	-0.305	-85.03	15.10	-1.46	110.183	21.317	2.867	-0.73169	0.66867	-0.10208	-0.08374	7.1	10092.1.12	100
2025-6-5 18:14:38:411	WT901BLE67(C1:AA:08:9C:D1:14)	-0.506	0.852	-0.064	0.916	-0.305	1.221	94.23	31.34	4.75	30.000	-50.875	-94.542	0.66660	0.69849	0.20456	-0.16064	-3.2	10080.1.21	100
2025-6-5 18:14:38:459	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.972	0.104	6.592	32.532	-3.662	-85.06	15.01	-3.78	110.092	21.542	4.325	-0.73169	0.66867	-0.10208	-0.08374	7.1	10092.1.12	100
2025-6-5 18:14:38:478	WT901BLE67(E9:8A:1A:DD:D5:28)	0.479	0.822	-0.032	-0.671	0.366	0.610	92.72	-29.95	-136.93	-69.500	6.875	75.625	0.41852	0.08966	-0.71378	-0.55426	-2.5	10080.1.21	100
2025-6-5 18:14:38:531	WT901BLE67(C1:AA:08:9C:D1:14)	-0.538	0.850	-0.062	0.549	-0.366	0.427	94.24	31.33	4.75	35.500	-52.000	-94.300	0.66660	0.69849	0.20456	-0.16064	-3.2	10080.1.21	100
2025-6-5 18:14:38:568	WT901BLE67(E9:8A:1A:DD:D5:28)	0.533	0.874	-0.032	0.610	0.000	0.671	92.72	-29.95	-136.94	-69.500	6.875	75.625	0.41852	0.08966	-0.71378	-0.55426	-2.5	10080.1.21	100
2025-6-5 18:14:38:577	WTSDCL(FE:D5:86:66:1D:7C)	-0.260	-0.970	0.080	8.911	31.128	-0.549	-85.08	14.89	-7.27	110.092	21.542	4.325	-0.73169	0.66867	-0.10208	-0.08374	7.1	10092.1.12	100
2025-6-5 18:14:38:619	WT901BLE67(C1:AA:08:9C:D1:14)	-0.513	0.796	-0.054	0.366	-0.366	0.916	94.28	31.29	4.75	35.500	-52.000	-94.300	0.66660	0.69849	0.20456	-0.16064	-3.2	10080.1.21	100
2025-6-5 18:14:38:668	WTSDCL(FE:D5:86:66:1D:7C)	-0.251	-0.965	0.084	6.409	19.043	3.540	-85.05	15.24	-10.01	110.092	21.542	4.325	-0.73587	0.65744	-0.16019	-0.02261	7.1	10092.1.12	100
2025-6-5 18:14:38:687	WT901BLE67(E9:8A:1A:DD:D5:28)	0.523	0.858	-0.039	-0.427	0.427	-0.427	92.72	-29.95	-136.93	-70.750	2.250	75.283	0.41852	0.08966	-0.71378	-0.55426	-2.5	10080.1.21	100
